AISLE,SIDE,SECTION,SKU,UPC,DESCRIPTION,TAG ID,RETAIL SECTION,LOCATION
001,101,001,0000029950091,0007124001138,TEASDALE BLK BN FR,ECL01     ,301,1
001,101,002,0000027100076,0002113049381,SIG SW SALSA MED,ECLF2     ,301,1
001,101,003,0000027100077,0002113049382,SIG SW SALSA HOT,ECLFU     ,301,1
001,101,004,0000084780127,0063314810001,TAJIN CLASICO SSNG,TGL00     ,329,0
001,101,005,0000027100075,0002113049380,SIG SW SALSA MILD,ECLFU     ,301,1
001,101,006,0000027100227,0002113049364,SIG SEL SALSA GAR,ECLFU     ,301,1
001,101,007,0000084890032,0004140900211,CONCORD ORNG SMTHI,TGL00     ,329,0
001,101,008,0000084890041,0004140900216,CON STRAW SMOTH MX,TGL00     ,329,0
001,101,009,0000084890033,0004140900212,CON BAN SMOOTHIE,TGL00     ,329,0
001,101,010,0000084890044,0004140900230,CONCORD FOODS SALS,TGL00     ,329,0
001,101,011,0000084890049,0004140900248,CONCORD COLESLAW M,TGL00     ,329,1
001,101,012,0000084890073,0004140900249,CONCORD CLSC GUAC,TGL00     ,329,0
001,101,013,0000084890074,0004140900250,CONCORD CLSC GUAC,TGL00     ,329,0
001,101,014,0000084890048,0004140900245,CONCORD CHOC BANAN,TGL00     ,329,0
001,101,015,0000084380110,0004498901126,EL GUAPO GARLIC,TGL00     ,329,0
001,101,016,0000084380112,0004498901297,CHIPOTLE CHILI POD,TGL00     ,329,0
001,101,017,0000084780211,0004498901213,CORN HUSK SHELLS,TGL00     ,329,0
001,101,018,0000084780183,0004498901026,NEGRO CHILI PODS,TGL00     ,329,0
001,101,019,0000084780218,0004498901131,ELGUAPO BAY LEAVES,TGL00     ,329,0
001,101,020,0000084780253,0004498901312,WHOLE BLACK PEPPER,TGL00     ,329,0
001,101,021,0000084780217,0004498900934,SWEET BASIL .50 OZ,TGL00     ,329,0
001,101,022,0000084780148,0004498901148,EL GUAPO GR ONION,TGL00     ,329,0
001,101,023,0000084780158,0004498901133,EL GUAPO GR OREGAN,TGL00     ,329,0
001,101,024,0000084780187,0004498900239,CRUSHED CHILI PWDR,TGL00     ,329,0
001,101,025,0000084780221,0004498900939,EL GUALPO THYME,TGL00     ,329,0
001,101,026,0000084780159,0004498900451,EL GUAPO GR SHRIMP,TGL00     ,329,0
001,101,027,0000084780219,0004498900945,EL GUALPO ROSEMARY,TGL00     ,329,0
001,101,028,0000084380113,0004498901118,EL GUAPO CRUSHED C,TGL00     ,329,0
001,101,029,0000084780147,0004498920298,GARLIC POWDER,TGL00     ,329,0
001,101,030,0000084780250,0004498920341,CUMIN GROUND,TGL00     ,329,0
001,101,031,0000084780220,0004498900942,EL GUAPO STAR ANIS,TGL00     ,329,0
001,101,032,0000084780225,0004498901121,EL GUAPO NM CHILI,TGL00     ,329,0
001,101,033,0000084780141,0004498900920,PARSELY FLAKES,TGL00     ,329,0
001,101,034,0000084890012,0004525501245,HOLIDAY SPICES,TGL00     ,329,0
001,102,001,0000010050078,0004133102635,GOYA RICE,TGL00     ,301,0
001,102,002,0000026150115,0004133102612,BROWN RICE 32 OZ,TGL00     ,301,0
001,102,003,0000017100096,0004133105106,GOYA RICE FLOUR,TGL00     ,302,0
001,102,004,0000029350003,0073990700001,GOYA HARINA PAN,AHLC1     ,301,0
001,102,005,0000010010008,0004133102472,GOYA PINTO BNS DRY,TGL00     ,301,0
001,102,006,0000029990022,0004133102339,GOYA PINTO BNS,TGL00     ,301,0
001,102,007,0000010010035,0004133102478,GOYA CHICK PEAS,TGL00     ,301,0
001,102,008,0000010010049,0004133102476,LENTILS DRY,TGL00     ,301,0
001,102,009,0000029990031,0004133102336,GOYA BNS BLK,TGL00     ,301,0
001,102,010,0000029250018,0004133112743,GUNABNA NECTAR,TGL00     ,301,0
001,102,011,0000020040074,0004133112746,MNGO NCTR 9.6 FZ,TGL00     ,301,0
001,102,012,0000020040102,0004133102785,COCO WTR 11.8 FZ,TGL00     ,301,0
001,102,013,0000020040108,0004133102787,COCONT WTR 17.6 FZ,TGL00     ,301,0
001,102,014,0000029250019,0004133102164,COCO MLK 13.5 FZ,TGL00     ,301,0
001,102,015,0000029250020,0004133102163,GOYA COCONUT,TGL00     ,301,0
001,102,016,0000029150039,0004133102067,GOYA BN SOUP 15 OZ,TGL00     ,301,0
001,102,017,0000029950010,0004133112332,BLCK BN TIN 15.5Z,TGL00     ,301,0
001,102,018,0000029950071,0004133112437,GOYA,TGL00     ,301,0
001,102,019,0000029950124,0004133112402,KIDNEY BEAN,TGL00     ,301,0
001,102,020,0000029950048,0004133112334,PNTO BN LS 15.5 OZ,TGL00     ,301,0
001,102,021,0000029950127,0004133112422,GOYA CHIC PE 15.5,TGL00     ,301,0
001,102,022,0000029200002,0004133112333,CHICK PEAS 15.5 OZ,TGL00     ,301,0
001,102,023,0000021200016,0004133112001,GOYA PEAS PDGN,TGL00     ,302,0
001,102,024,0000029990060,0004133102645,GOYA BRWN RCE INST,TGL00     ,301,0
001,102,025,0000029700166,0004133102891,GOYA SALSA 17.6 OZ,TGL00     ,301,0
001,102,026,0000029700168,0004133102889,GOYA SALSA 17.6 OZ,TGL00     ,301,0
001,102,027,0000029700167,0004133102890,GOYA SALSA 17.6OZ,TGL00     ,301,0
001,102,028,0000029950057,0004133102903,PINTO BNS REFRIED,TGL00     ,301,0
001,102,029,0000029950056,0004133102901,REFRIED BEAMS GOYA,TGL00     ,301,0
001,102,030,0000007100118,0004133102874,GOYA CHILPOTLE PEP,TGL00     ,302,0
001,102,031,0000029800048,0004133102852,WHOLE JALAPENO,TGL00     ,301,0
001,102,032,0000029520008,0004133103913,GOYA MNCE GRLC 8OZ,TGL00     ,301,0
001,102,033,0000029750064,0004133102146,SAUCE,TGL00     ,301,0
001,102,034,0000027100663,0004133102152,SAUCE,TGL00     ,301,0
001,102,035,0000029700159,0004133102905,GOYA MOLE,TGL00     ,301,0
001,102,036,0000029990085,0004133103828,GOYA ADOBO,TGL00     ,301,0
001,102,037,0000029150038,0004133103240,GOYA CUBITOS,TGL00     ,301,0
001,102,038,0000029990066,0004133103786,GOY SA CUL/TOM,TGL00     ,301,0
001,102,039,0000029990064,0004133103784,GOYA SAZON,TGL00     ,301,0
001,102,040,0000014250127,0004133103884,GOYA SAZONADOR,TGS00     ,302,0
001,102,041,0000029990096,0004133103060,MOJO CRIOLLO 24 FZ,TGL00     ,301,0
001,102,042,0000029990095,0004133103058,GOYA MOJO CHIPOTLE,TGL00     ,301,0
001,102,043,0000020080036,0004133103057,GOYA LEM JCE 32FZ,TGL00     ,301,0
001,102,044,0000029200031,0004133101331,GOYA MANZANILLA SP,TGL00     ,301,0
001,102,045,0000007200120,0004133101312,GOYA PERDIGN MANZ,TGL00     ,302,0
001,102,046,0000029450016,0004133103188,GOYA FLAN,TGL00     ,301,0
001,103,001,0000008050730,0009047841001,JARRITOS MANDARIN,ECL01     ,313,0
001,103,002,0000008050784,0009047841004,JARRITOS PINEAPPLE,ECL01     ,313,0
001,103,003,0000027100791,0007640602150,APRICOT NECTAR,TGL00     ,301,0
001,103,004,0000027100714,0007640602130,PINEAPPLE NECTAR,TGL00     ,301,0
001,103,005,0000027101513,0007640602190,PEACH NECTAR,TGL00     ,301,0
001,103,006,0000027101508,0007640602160,GUAVA NECTAR,TGL00     ,301,0
001,103,007,0000027101512,0007640602180,JUMEX NECTAR,TGL00     ,301,0
001,103,008,0000027101516,0007640602230,JUMEX NEC STRAWBRY,TGL00     ,301,0
001,103,009,0000027100184,0002800051720,NESTLE CREMA,TGL00     ,301,0
001,103,010,0000029080003,0002800015785,NSTLE ABUELITA CHO,TGL00     ,301,0
001,103,011,0000029100118,0002800071456,NESCAFE CAFE DE,TGL00     ,301,0
001,103,012,0000029050038,0007729182581,BG CANDLE SAN JUDA,TGL00     ,301,0
001,103,013,0000029050004,0007729185107,BRIGHT GLOW CNDL S,TGL00     ,301,0
001,103,014,0000029050002,0007729182699,BRIGHT GLOW CNDL V,TGL00     ,301,0
001,103,015,0000029050045,0007729182585,BG CANDLE,TGL00     ,301,0
001,103,016,0000029100007,0007095200004,PAGASA ELBOW,TGL00     ,301,0
001,103,017,0000029100009,0007095200040,PAGASA CUT FIDEO,TGL00     ,301,0
001,103,018,0000029100010,0007095200018,PAGASA ALPHABETS,TGL00     ,301,0
001,103,019,0000029700269,0007287843483,HERDEZ GUACAMOLE,ECL01     ,301,0
001,103,020,0000027102811,0007538604966,EMBASA JALAPENO,TGL00     ,301,0
001,103,021,0000029010077,0072745200031,LA MORENA JALAPENO,ECL01     ,301,0
001,103,022,0000029010080,0072745200011,LA MORENA JALAPENO,ECL01     ,301,0
001,103,023,0000027102756,0007210101270,SLCD JALAPNO,ECLC1     ,301,0
001,103,024,0000029011929,0002818962870,HATCH JALAPENOS,ECL01     ,301,0
001,103,025,0000029800132,0002818941322,HATCH GRN CHILES,AHLC1     ,301,0
001,103,026,0000029010507,0002818920466,HATCH DICED GREEN,AHLC1     ,301,0
001,103,027,0000027102764,0003900001039,ORTEGA PEPPERS,TGL00     ,301,0
001,103,028,0000029800008,0002113034166,SIG KTCHNS DICED,ECL01     ,301,0
001,103,029,0000029011107,0002113034161,SIG DCD GRN CHILES,ECL01     ,301,0
001,103,030,0000029011517,0007152415913,LA PREFER CHILES,AHLC2     ,301,0
001,103,031,0000027102762,0003900001021,ORTEGA CHILE,TGL00     ,301,0
001,103,032,0000029800007,0004150101006,ORTEGA GRN CHILES,TGL00     ,301,0
001,103,033,0000027102767,0003900001010,ORTEGA CHILE,ECL01     ,301,0
001,103,034,0000029800012,0002113034163,SIG DICD GRN CHLI,AHLFV     ,301,0
001,103,035,0000029800026,0003900001001,ORTEGA GRN CHILIES,TGL00     ,301,0
001,103,036,0000027102769,0003900001011,ORTEGA CHILES,ECL01     ,301,0
001,103,037,0000029800027,0002113034165,SIG GREEN CHILIES,AHLFV     ,301,0
001,103,038,0000029800068,0007639700407,LA COSTENA CHIPOTL,TGL00     ,301,0
001,103,039,0000029010043,0007639703016,LA COSTENA,TGL00     ,301,0
001,103,040,0000027100302,0007538605643,EMBASA CHILES,ECL01     ,301,0
001,103,041,0000029150002,0004800121984,KNORR BOULLION,TGL00     ,301,0
001,103,042,0000029150004,0004800121989,KNORR BOULLION,TGL00     ,301,0
001,103,043,0000027100392,0007538604020,EMBASA CARROTS,TGL00     ,301,0
001,103,044,0000029150030,0004800171112,KNR BOUILLON,TGL00     ,301,0
001,103,045,0000029150048,0004800171139,KNORR INST BOUILLO,TGL00     ,301,0
001,103,046,0000029150026,0004800171104,BOUILLON MEX CHKN,TGL00     ,301,0
001,103,047,0000029150034,0004800171108,MEX/CHKN BOUILLON,TGL00     ,301,0
001,104,001,0000027102960,0007013200603,JNTAS HOMINY,TGL00     ,301,0
001,104,002,0000027100093,0007013200200,JUANITAS MENUDO,TGL00     ,301,0
001,104,003,0000027104011,0007013200201,MENUDO HOT/SPICY,TGL00     ,301,0
001,104,004,0000008050807,0009047841005,JARRITOS LIME,ECL01     ,313,0
001,104,005,0000008050726,0009047841003,JARRITOS FRUIT PUN,ECL01     ,313,0
001,104,006,0000029700100,0007287862144,HERDEZ VERDE SALSA,ECL01     ,301,0
001,104,007,0000029011993,0002800051780,NSTLE LA LECHERA,TGL00     ,301,0
001,104,008,0000027100185,0002800051886,DULCE DE LECHE,TGL00     ,301,0
001,104,009,0000027102945,0007287827555,CASERA SALSA,ECL01     ,301,0
001,104,010,0000027102948,0007287827570,HERDEZ VERDE S MLD,ECL01     ,301,0
001,104,011,0000029700214,0001300000155,QUE VIDA SALSA,ECL01     ,301,0
001,104,012,0000029700182,0001300000154,QUE VIDA SALSA,ECL01     ,301,0
001,104,013,0000027102947,0007287827551,HERDEZ SALSA MILD,ECL01     ,301,0
001,104,014,0000027102946,0007287827559,HERDEZ SALSA CASER,ECL01     ,301,0
001,104,015,0000029700255,0007287878529,HERDEZ ROASTED,ECL01     ,301,0
001,104,016,0000029700259,0007287878530,HERDEZ ROASTED,ECL01     ,301,0
001,104,017,0000029700566,0067729499806,ORGANICO BELLO,TGL00     ,301,0
001,104,018,0000029700574,0067729499807,ORGANICO BELLO,TGL00     ,301,0
001,104,019,0000029010531,0007715381004,RIO LUNA PEPPERS,TGL00     ,301,0
001,104,020,0000029010530,0007715381003,RIO LUNA PPERS,TGL00     ,301,0
001,104,021,0000029010519,0007715381001,RIO LUNA CHILES,TGL00     ,301,0
001,104,022,0000027105559,0007538604974,E JALAPENOS,TGL00     ,301,0
001,104,023,0000027102105,0007639700312,LC SERRANOS,TGL00     ,301,0
001,104,024,0000027105535,0007538604701,E JALAPENOS,ECL01     ,301,0
001,104,025,0000029800013,0002113034164,SIG SLCD JLPNO,AHLFV     ,301,0
001,104,026,0000029700554,0007152415903,LA PREFER MILD,AHLC2     ,301,0
001,104,027,0000029700555,0007152415906,LA PREFER MEDIUM,AHLC2     ,301,0
001,104,028,0000029700099,0007639703002,MEXICAN SALSA,TGL00     ,301,0
001,104,029,0000027100414,0007639700112,LC JALAPENOS,TGL00     ,301,0
001,104,030,0000029011819,0007639700511,NACHO JALAPENOS,TGL00     ,301,0
001,104,031,0000027105282,0007210104620,DICED GRN_CHLS MD,ECLC1     ,301,0
001,104,032,0000027105283,0007210104650,DICED GREEN CHILES,AHLC1     ,301,0
001,104,033,0000027101973,0007210101233,LA VIC TNCHUNK MED,ECL01     ,301,0
001,104,034,0000027100260,0004600083251,OEP GREEN CHILIES,TGL00     ,301,0
001,104,035,0000029700149,0007287827533,HERDEZ SALSA VERDE,ECL01     ,301,0
001,104,036,0000029700047,0007287827523,HERDEZ SALSA CASER,ECL01     ,301,0
001,104,037,0000027105418,0007538604858,CHIPOTLE PEPRS,ECLC1     ,301,0
001,104,038,0000029700683,0002100002448,TB SALSA QUESO MED,ECL01     ,301,0
001,104,039,0000029700278,0007942621110,RICOS GOURMET NCHO,TGL00     ,301,0
001,104,040,0000029900006,0007013209911,NACHO CHSE SAUCE,TGL00     ,301,0
001,104,041,0000029750007,0007236000201,EL PATO SCE CHILI,TGL00     ,301,0
001,104,042,0000029700007,0007236000207,EL PATO TOM SCE,TGL00     ,301,0
001,105,001,0000027102230,0007013200202,JUANITAS MENUDO,TGL00     ,301,0
001,105,002,0000029700137,0002113049490,SIG SEL SALSA CHUN,AHLFV     ,301,0
001,105,003,0000029700136,0002113049458,SIG SEL SALSA CHUN,AHLFV     ,301,0
001,105,004,0000029700197,0007287851789,HERDEZ SALSA CASER,ECL01     ,301,0
001,105,005,0000027100027,0004156500006,PACE PICANTE,AHLC1     ,301,0
001,105,006,0000029701014,0004156523398,PACE SALSA MILD,AHLC2     ,301,0
001,105,007,0000027100029,0004156500019,PACE PICANTE SCE H,AHLC1     ,301,0
001,105,008,0000029701015,0004156523399,PACE SALSA MEDIUM,AHLC2     ,301,0
001,105,009,0000029700138,0004156519388,PACE SALSA RSTRNT,AHLC1     ,301,0
001,105,010,0000027100011,0007210101231,LV SALSA MED  16OZ,ECLC1     ,301,0
001,105,011,0000027100904,0007210101230,LA VICTORIA THICK,ECLC1     ,301,0
001,105,012,0000029700059,0002113049426,SIG SEL SALSA CHUN,AHLFV     ,301,0
001,105,013,0000029700060,0002113049427,SAF SEL SALSA CHUN,ECL01     ,301,1
001,105,014,0000029700823,0004156519869,PACE GRLC/LM SALSA,AHLC1     ,301,0
001,105,015,0000027100303,0007210101260,LA VIC SALSA VERDE,ECLC1     ,301,0
001,105,016,0000029700043,0002113049437,SIG SEL SALSA MILD,AHLFV     ,301,0
001,105,017,0000029700042,0002113049436,SS SALSA STHWST MD,ECLK2     ,301,1
001,105,018,0000027100080,0004156500029,PACE PICANTE,AHLC1     ,301,0
001,105,019,0000029700063,0007287827572,HERDEZ SALSA VERDE,ECL01     ,301,0
001,105,020,0000029700061,0007287827561,HERDEZ SALSA MILD,ECL01     ,301,0
001,105,021,0000029700062,0007287827565,HERDEZ SALSA MED,ECL01     ,301,0
001,105,022,0000029700134,0002113049459,SIG SEL SALSA MLD,ECLFV     ,301,0
001,105,023,0000029700135,0002113049460,SIG SEL SALSA MED,ECLFV     ,301,0
001,105,024,0000027100898,0007210101152,SALSA,ECL01     ,301,0
001,105,025,0000027100174,0002113049375,SS SALSA VERDE,ECLFV     ,301,0
001,105,026,0000009013883,0002840003281,TOSTITOS SALSA,ECL01     ,338,0
001,105,027,0000009013885,0002840003282,TOSTITOS SALSA,ECL01     ,338,0
001,105,028,0000009013893,0002840006740,CON QUESO SLSA 23Z,ECL01     ,338,0
001,105,029,0000029701013,0002113049391,SIG SLSA CON QUES,TGL00     ,301,0
001,105,030,0000037200042,0002100062679,KRAFT CHEEZ WHIZ,TGL00     ,325,0
001,105,031,0000029701010,0002113029461,SNK ARTST SALSA CO,TGL00     ,301,0
001,106,001,0000029012196,0007013200600,HOMINY WHITE,TGL00     ,301,0
001,106,002,0000027104036,0007013200400,JUANITAS MENUDO,TGL00     ,301,0
001,106,003,0000029010065,0003940001475,BUSHS BEST COCINA,ECL01     ,301,0
001,106,004,0000029011263,0003940001892,BB REFRIED FAT FRE,ECL01     ,301,0
001,106,005,0000029700010,0004156514598,PACE PCNTE SCE MED,AHLC1     ,301,0
001,106,006,0000027100122,0002113049386,SIG SALSA,AHLFV     ,301,0
001,106,007,0000029950035,0004430010724,ROSARITA REFRIED B,ECL01     ,301,0
001,106,008,0000029950034,0004430010733,ROSARITA REFRIED B,ECL01     ,301,0
001,106,009,0000027100028,0004156500017,PICANTE SAUCE 16OZ,AHLC1     ,301,0
001,106,010,0000027100031,0004156514016,PACE SALSA    16OZ,AHLC1     ,301,0
001,106,011,0000027100032,0004156514116,PACE SALSA    16OZ,AHLC1     ,301,0
001,106,012,0000029950051,0004227200551,AMYS RFRD BEANS,AHLC2     ,301,0
001,106,013,0000029950097,0004430010770,ROSARITA BLK BNS,ECL01     ,301,0
001,106,014,0000029950088,0002113034112,SIG BNS RFRIED VEG,ECL01     ,301,0
001,106,015,0000029950004,0004430010723,ROSARITA REFRIED B,ECL01     ,301,0
001,106,016,0000027100082,0004156514124,PACE SALSA    24OZ,AHLC1     ,301,0
001,106,017,0000027100079,0004156500027,PICANTE SCE   24OZ,AHLC1     ,301,0
001,106,018,0000027100078,0004156500024,PACE PICANTE  24OZ,AHLC1     ,301,0
001,106,019,0000027100076,0002113049381,SIG SW SALSA MED,ECLFV     ,301,0
001,106,020,0000027100077,0002113049382,SIG SW SALSA HOT,ECLFV     ,301,0
001,106,021,0000029700037,0002113049695,SIG SEL CHUNKY,ECLFV     ,301,0
001,106,022,0000029700040,0002113049696,SIG SALSA FIRE,ECLFV     ,301,0
001,106,023,0000027100658,0002113049392,SIG SEL SALSA,ECLFV     ,301,0
001,106,024,0000027100945,0002113049694,SIG SEL SALSA,ECLFV     ,301,0
001,106,025,0000029011904,0071375705183,BUNCHES & BUNCHES,AHLC4     ,301,0
001,106,026,0000029011903,0071375705173,BUNCHES & BUNCHES,AHLC4     ,301,0
001,106,027,0000029011905,0071375705193,BUNCHES & BUNCHES,AHLC4     ,301,0
001,107,001,0000029010048,0007124002005,TEASDALE REFRIED,TGL00     ,301,0
001,107,002,0000027100932,0007124001167,PINTO BEANS,TGL00     ,301,0
001,107,003,0000029950091,0007124001138,TEASDALE BLK BN FR,TGL00     ,301,0
001,107,004,0000029010059,0007124001150,TEASDALE BEANS,TGL00     ,301,0
001,107,005,0000029200019,0007124001237,TEASDALE WH/HOMINY,TGL00     ,301,0
001,107,006,0000029200008,0007124001234,TEASDALE,TGL00     ,301,0
001,107,007,0000027102923,0004430010636,R REFRIED BEAN VEG,ECL01     ,301,0
001,107,008,0000027102922,0004430010618,REFRIED BEAN F/F,ECL01     ,301,0
001,107,009,0000029010052,0003940001461,BUSHS BEST COCINA,ECL01     ,301,0
001,107,010,0000029010068,0003940001473,BUSHS BEST COCINA,ECL01     ,301,0
001,107,011,0000029950087,0002113034115,SIG BNS RFRIED NF,ECL01     ,301,0
001,107,012,0000029010940,0003940001463,BUSH'S COCINA,ECLC1     ,301,0
001,107,013,0000029950002,0004430010625,ROSARITA REFRIED B,ECL01     ,301,0
001,107,014,0000027106256,0003940001891,BUSH BEST REF FF,ECLC1     ,301,0
001,107,015,0000029950031,0002113034110,SIG BEANS REFRIED,ECL01     ,301,0
001,107,016,0000029950099,0007989334010,O ORGNC BNS REFRIE,AHLC2     ,301,0
001,107,017,0000029950100,0007989334009,O ORGNC BNS REFRIE,AHLC2     ,301,0
001,107,018,0000029950049,0004227200550,AMYS VEG RFRD BEAN,AHLC2     ,301,0
001,107,019,0000027101210,0007989340412,O ORGANICS MILD,ECLC2     ,301,0
001,107,020,0000029700122,0007989329451,O ORGNC SALSA CHUN,ECLC2     ,301,0
001,107,021,0000029700121,0007989329450,O ORGNC SALSA BEAN,ECLC2     ,301,0
001,107,022,0000029700998,0067349750100,TAPATIO SALSA,TGL00     ,301,0
001,107,023,0000029701014,0004156523398,PACE SALSA MILD,NILC3     ,301,1
001,107,024,0000029701015,0004156523399,PACE SALSA MEDIUM,NILC3     ,301,1
001,107,025,0000027100081,0004156514024,PACE SALSA    24OZ,AHLC1     ,301,0
001,107,026,0000029700545,0002066200276,NEWMANS SALSA,ECL01     ,301,0
001,107,027,0000027101356,0002066200096,NEWMANS SALSA MED,ECLC1     ,301,0
001,107,028,0000027101355,0002066200095,NEWMAN SALSA,ECLC1     ,301,0
001,107,029,0000027100075,0002113049380,SIG SW SALSA MILD,ECLFV     ,301,0
001,107,030,0000029700192,0005385200400,GRN MNT SALSA MED,AHLC1     ,301,0
001,107,031,0000029700199,0060418311050,FRONT TOMATI 16 OZ,TGL00     ,301,0
001,107,032,0000029700150,0060418313040,FRONTERA SALSA DBL,TGL00     ,301,0
001,107,033,0000029700198,0060418311040,FRNTRA MD SLSA16OZ,TGL00     ,301,0
001,107,034,0000029700184,0004123500063,RENFROS SALSA,AHLC1     ,301,0
001,107,035,0000029700188,0004123500077,MANGO HABNRO SALSA,AHLC1     ,301,0
001,107,036,0000029700185,0004123500070,HABANERO SALSA,AHLC1     ,301,0
001,107,037,0000029700224,0004123500083,RENFROS SALSA 16Z,AHLC1     ,301,0
001,107,038,0000029700106,0004123500032,MRS RENFROS NACHO,AHLC1     ,301,0
001,107,039,0000027100227,0002113049364,SIG SEL SALSA GAR,ECLFV     ,301,0
001,108,001,0000029750077,0007210101529,LA VICTORIA ENCHLD,AHLC1     ,301,0
001,108,002,0000027105974,0007236000202,EL PATO SALSA,TGL00     ,301,0
001,108,003,0000029010076,0018828000001,SFE REFRIED BEANS,TGL00     ,301,0
001,108,004,0000029010073,0018828000010,SFE BEAN COMPANY,TGL00     ,301,0
001,108,005,0000029010055,0007124002004,TEASDALE BEANS,TGL00     ,301,0
001,108,006,0000027100623,0004600082131,OEP BEANS,TGL00     ,301,0
001,108,007,0000027102924,0004430010637,R REFRIED BEAN,ECL01     ,301,0
001,108,008,0000027102166,0002113034111,SIG BEANS REFRIED,AHLFV     ,301,0
001,108,009,0000029700595,0002113050260,CTA ENCHILADA SCE,ECL01     ,301,0
001,108,010,0000029750085,0004600086101,OEP ENCHLDA SCE GR,TGL00     ,301,0
001,108,011,0000029010091,0004430052542,ROSARITA REFRIED,ECL01     ,301,0
001,108,012,0000027100059,0004430010622,R REFRIED BN,ECL01     ,301,0
001,108,013,0000027100039,0004600082121,OLD EL PASO,TGL00     ,301,0
001,108,014,0000027100885,0004430010632,RSRTA BEANS,ECL01     ,301,0
001,108,015,0000029010517,0002100004704,TACO BELL BEANS,ECL01     ,301,0
001,108,016,0000029800230,0003900000820,ORTEGA TACO SEAS,ECL01     ,301,1
001,108,017,0000029990101,0004150103010,ORTEGA TACO SSNG,TGL00     ,301,0
001,108,019,0000027100954,0003900001892,ORTEGA TACO SAUCE,ECL01     ,301,0
001,108,020,0000027100350,0003900000890,ORT TACO SCE 8 OZ,ECL01     ,301,0
001,108,021,0000027100627,0004600084351,OEP BEANS,TGL00     ,301,0
001,108,022,0000029990103,0004274320317,EL MEXICANO POLLO,TGL00     ,301,0
001,108,023,0000029990102,0004274320272,EL MEXICANO CARNE,TGL00     ,301,0
001,108,024,0000027104082,0007788588200,TAPATIO HOT SCE,TGL00     ,301,0
001,108,025,0000027050102,0002446306109,HUY FONG SRIRACHA,TGL00     ,301,0
001,108,026,0000029012368,0007287850506,DONA MARIA MOLE,TGL00     ,301,0
001,108,027,0000027105426,0007287850523,D MARIA MOLE,TGL00     ,301,0
001,108,028,0000027105428,0007287849533,ADOBO MOLE,TGL00     ,301,0
001,108,029,0000005400092,0004973380011,CHOLULA HOT SCE,TGS00     ,302,0
001,108,030,0000027104074,0007788571061,TAPATIO HT SCE 5OZ,TGL00     ,301,0
001,108,031,0000005400222,0085478500401,OLO'S HARISSA PAST,AHSC4     ,302,0
001,108,032,0000029010090,0085478500400,OLOS ALL NATURAL,AHLC4     ,301,0
001,108,033,0000029700058,0074395800185,CASA MARTINEZ,ECL01     ,301,0
001,108,034,0000029700050,0074395800180,CASA MARTINEZ,ECL01     ,301,0
001,108,035,0000029700055,0074395800181,CASA MARTINEZ,ECL01     ,301,0
001,108,036,0000029700056,0074395800182,CASA MARTINEZ,ECL01     ,301,0
001,108,037,0000029700064,0007236000015,EL PATO SALSA,TGL00     ,301,0
001,108,038,0000027106006,0009733900005,HOT SAUCE,TGL00     ,301,0
001,108,039,0000027104093,0007788589202,TAPATIO HOT SAUCE,TGL00     ,301,0
001,108,040,0000029700999,0067349750200,TAPATIO SAUCE,TGL00     ,301,0
001,108,041,0000029700194,0005385200100,GRN MNTN SALSA MLD,AHLC1     ,301,0
001,109,001,0000029750034,0004150111042,LAS PALMAS ENCHILA,ECL01     ,301,0
001,109,002,0000027100088,0004150111021,LP GRN ENCHLDA SC,ECL01     ,301,0
001,109,003,0000029750019,0002113049422,SIG SAUCE GREEN EN,AHLFV     ,301,0
001,109,004,0000029750073,0004600086035,OEP ENCHLDA SCE ML,TGL00     ,301,0
001,109,005,0000029750078,0007210101525,LA VICTORIA ENCHLD,AHLC1     ,301,0
001,109,006,0000029011067,0004150111028,LAS PALMAS,ECL01     ,301,0
001,109,007,0000029750020,0002113049423,SIG SAUCE RED ENCH,AHLFV     ,301,0
001,109,008,0000029750081,0004600072183,OEP ENCHILADA SCE,TGL00     ,301,0
001,109,009,0000027102925,0004430010738,REFRIED BEAN,ECL01     ,301,0
001,109,010,0000027104075,0001060962714,LOS PERICOS SHELLS,AHLC1     ,301,0
001,109,011,0000029750028,0004150111043,LAS PALMAS ENCHLDA,ECL01     ,301,0
001,109,012,0000027100635,0004600086011,O L PSO ENCHLD SC,TGL00     ,301,0
001,109,013,0000029010541,0002113050258,CARLITA SAUCE,ECL01     ,301,0
001,109,014,0000029010032,0060418312170,FRONTERA TX TACO,TGL00     ,301,0
001,109,015,0000029010033,0060418312171,FRONTERA NEW MEXIC,TGL00     ,301,0
001,109,016,0000029010034,0060418312172,FRONTERA SCE,TGL00     ,301,0
001,109,017,0000029010069,0060418312175,FRONTERA BARBACOA,TGL00     ,301,0
001,109,018,0000029010036,0060418312174,FRONTERA FAJITA,TGL00     ,301,0
001,109,019,0000029010037,0060418312176,FRONTERA SCE,TGL00     ,301,0
001,109,020,0000029010035,0060418312143,FRONTERA ENCHILADA,TGL00     ,301,0
001,109,021,0000029010094,0004600046602,OEP STAND & STUFF,TGL00     ,301,0
001,109,022,0000029650022,0004600043151,OEP TRTLA FLOUR,TGL00     ,301,0
001,109,023,0000005250118,0004600028869,TACO SEASONING MIX,ECL01     ,302,1
001,109,024,0000029011143,0004600045818,OEP STAND AND,AHLC1     ,301,0
001,109,025,0000029011142,0004600045395,OEP BOLD NACHO,AHLC1     ,301,0
